"CONTA_SUPERIOR","CLASSE_CONTABIL","BK_CONTA11","BK_CONTA10","BK_CONTA9","BK_CONTA8","BK_CONTA7","BK_CONTA6","BK_CONTA5","BK_CONTA4","BK_CONTA3","BK_CONTA2","BK_CONTA1","CT1_DESC01_11","CT1_DESC01_10","CT1_DESC01_9","CT1_DESC01_8","CT1_DESC01_7","CT1_DESC01_6","CT1_DESC01_5","CT1_DESC01_4","CT1_DESC01_3","CT1_DESC01_2","CT1_DESC01_1","CT1_CONTA_11","CT1_CONTA_10","CT1_CONTA_9","CT1_CONTA_8","CT1_CONTA_7","CT1_CONTA_6","CT1_CONTA_5","CT1_CONTA_4","CT1_CONTA_3","CT1_CONTA_2","CT1_CONTA_1","BK_AK5_CODIGO5"
"41121               ","2","P |01|CT1200||41121005","P |01|CT1200||41121005","P |01|CT1200||41121005","P |01|CT1200||41121005","P |01|CT1200||41121005","P |01|CT1200||41121005","P |01|CT1200||41121005","P |01|CT1200||41121","P |01|CT1200||4112","P |01|CT1200||41","P |01|CT1200||4","DESPESAS COM PCLD                       ","DESPESAS COM PCLD                       ","DESPESAS COM PCLD                       ","DESPESAS COM PCLD                       ","DESPESAS COM PCLD                       ","DESPESAS COM PCLD                       ","DESPESAS COM PCLD                       ","OUTRAS DESPESAS OPERACIONAIS            ","OUTRAS DESPESAS OPERACIONAIS            ","DESPEAS OPERACIONAIS                    ","DESPESAS                                ","41121005            ","41121005            ","41121005            ","41121005            ","41121005            ","41121005            ","41121005            ","41121               ","4112                ","41                  ","4                   ","P |01|AK5200||"
"41121               ","2","P |01|CT1200||41121005","P |01|CT1200||41121005","P |01|CT1200||41121005","P |01|CT1200||41121005","P |01|CT1200||41121005","P |01|CT1200||41121005","P |01|CT1200||41121005","P |01|CT1200||41121005","P |01|CT1200||41121","P |01|CT1200||41","P |01|CT1200||4","DESPESAS COM PCLD                       ","DESPESAS COM PCLD                       ","DESPESAS COM PCLD                       ","DESPESAS COM PCLD                       ","DESPESAS COM PCLD                       ","DESPESAS COM PCLD                       ","DESPESAS COM PCLD                       ","DESPESAS COM PCLD                       ","OUTRAS DESPESAS OPERACIONAIS            ","DESPEAS OPERACIONAIS                    ","DESPESAS                                ","41121005            ","41121005            ","41121005            ","41121005            ","41121005            ","41121005            ","41121005            ","41121005            ","41121               ","41                  ","4                   ","P |01|AK5200||"
"41121               ","2","P |01|CT1200||41121006","P |01|CT1200||41121006","P |01|CT1200||41121006","P |01|CT1200||41121006","P |01|CT1200||41121006","P |01|CT1200||41121006","P |01|CT1200||41121006","P |01|CT1200||41121","P |01|CT1200||4112","P |01|CT1200||41","P |01|CT1200||4","BAIXA TITULOS NAO RECEBIDOS             ","BAIXA TITULOS NAO RECEBIDOS             ","BAIXA TITULOS NAO RECEBIDOS             ","BAIXA TITULOS NAO RECEBIDOS             ","BAIXA TITULOS NAO RECEBIDOS             ","BAIXA TITULOS NAO RECEBIDOS             ","BAIXA TITULOS NAO RECEBIDOS             ","OUTRAS DESPESAS OPERACIONAIS            ","OUTRAS DESPESAS OPERACIONAIS            ","DESPEAS OPERACIONAIS                    ","DESPESAS                                ","41121006            ","41121006            ","41121006            ","41121006            ","41121006            ","41121006            ","41121006            ","41121               ","4112                ","41                  ","4                   ","P |01|AK5200||12201"
"41121               ","2","P |01|CT1200||41121006","P |01|CT1200||41121006","P |01|CT1200||41121006","P |01|CT1200||41121006","P |01|CT1200||41121006","P |01|CT1200||41121006","P |01|CT1200||41121006","P |01|CT1200||41121006","P |01|CT1200||41121","P |01|CT1200||41","P |01|CT1200||4","BAIXA TITULOS NAO RECEBIDOS             ","BAIXA TITULOS NAO RECEBIDOS             ","BAIXA TITULOS NAO RECEBIDOS             ","BAIXA TITULOS NAO RECEBIDOS             ","BAIXA TITULOS NAO RECEBIDOS             ","BAIXA TITULOS NAO RECEBIDOS             ","BAIXA TITULOS NAO RECEBIDOS             ","BAIXA TITULOS NAO RECEBIDOS             ","OUTRAS DESPESAS OPERACIONAIS            ","DESPEAS OPERACIONAIS                    ","DESPESAS                                ","41121006            ","41121006            ","41121006            ","41121006            ","41121006            ","41121006            ","41121006            ","41121006            ","41121               ","41                  ","4                   ","P |01|AK5200||12201"
"41121               ","2","P |01|CT1200||41121007","P |01|CT1200||41121007","P |01|CT1200||41121007","P |01|CT1200||41121007","P |01|CT1200||41121007","P |01|CT1200||41121007","P |01|CT1200||41121007","P |01|CT1200||41121","P |01|CT1200||4112","P |01|CT1200||41","P |01|CT1200||4","AJUSTE SALDO BUFFER/BACLOG EX.ANTERIOR  ","AJUSTE SALDO BUFFER/BACLOG EX.ANTERIOR  ","AJUSTE SALDO BUFFER/BACLOG EX.ANTERIOR  ","AJUSTE SALDO BUFFER/BACLOG EX.ANTERIOR  ","AJUSTE SALDO BUFFER/BACLOG EX.ANTERIOR  ","AJUSTE SALDO BUFFER/BACLOG EX.ANTERIOR  ","AJUSTE SALDO BUFFER/BACLOG EX.ANTERIOR  ","OUTRAS DESPESAS OPERACIONAIS            ","OUTRAS DESPESAS OPERACIONAIS            ","DESPEAS OPERACIONAIS                    ","DESPESAS                                ","41121007            ","41121007            ","41121007            ","41121007            ","41121007            ","41121007            ","41121007            ","41121               ","4112                ","41                  ","4                   ","P |01|AK5200||"
"41121               ","2","P |01|CT1200||41121007","P |01|CT1200||41121007","P |01|CT1200||41121007","P |01|CT1200||41121007","P |01|CT1200||41121007","P |01|CT1200||41121007","P |01|CT1200||41121007","P |01|CT1200||41121007","P |01|CT1200||41121","P |01|CT1200||41","P |01|CT1200||4","AJUSTE SALDO BUFFER/BACLOG EX.ANTERIOR  ","AJUSTE SALDO BUFFER/BACLOG EX.ANTERIOR  ","AJUSTE SALDO BUFFER/BACLOG EX.ANTERIOR  ","AJUSTE SALDO BUFFER/BACLOG EX.ANTERIOR  ","AJUSTE SALDO BUFFER/BACLOG EX.ANTERIOR  ","AJUSTE SALDO BUFFER/BACLOG EX.ANTERIOR  ","AJUSTE SALDO BUFFER/BACLOG EX.ANTERIOR  ","AJUSTE SALDO BUFFER/BACLOG EX.ANTERIOR  ","OUTRAS DESPESAS OPERACIONAIS            ","DESPEAS OPERACIONAIS                    ","DESPESAS                                ","41121007            ","41121007            ","41121007            ","41121007            ","41121007            ","41121007            ","41121007            ","41121007            ","41121               ","41                  ","4                   ","P |01|AK5200||"
"41121               ","2","P |01|CT1200||41121099","P |01|CT1200||41121099","P |01|CT1200||41121099","P |01|CT1200||41121099","P |01|CT1200||41121099","P |01|CT1200||41121099","P |01|CT1200||41121099","P |01|CT1200||41121","P |01|CT1200||4112","P |01|CT1200||41","P |01|CT1200||4","DESPESAS OPERACIONAIS-OUTRAS            ","DESPESAS OPERACIONAIS-OUTRAS            ","DESPESAS OPERACIONAIS-OUTRAS            ","DESPESAS OPERACIONAIS-OUTRAS            ","DESPESAS OPERACIONAIS-OUTRAS            ","DESPESAS OPERACIONAIS-OUTRAS            ","DESPESAS OPERACIONAIS-OUTRAS            ","OUTRAS DESPESAS OPERACIONAIS            ","OUTRAS DESPESAS OPERACIONAIS            ","DESPEAS OPERACIONAIS                    ","DESPESAS                                ","41121099            ","41121099            ","41121099            ","41121099            ","41121099            ","41121099            ","41121099            ","41121               ","4112                ","41                  ","4                   ","P |01|AK5200||22038"
"41121               ","2","P |01|CT1200||41121099","P |01|CT1200||41121099","P |01|CT1200||41121099","P |01|CT1200||41121099","P |01|CT1200||41121099","P |01|CT1200||41121099","P |01|CT1200||41121099","P |01|CT1200||41121099","P |01|CT1200||41121","P |01|CT1200||41","P |01|CT1200||4","DESPESAS OPERACIONAIS-OUTRAS            ","DESPESAS OPERACIONAIS-OUTRAS            ","DESPESAS OPERACIONAIS-OUTRAS            ","DESPESAS OPERACIONAIS-OUTRAS            ","DESPESAS OPERACIONAIS-OUTRAS            ","DESPESAS OPERACIONAIS-OUTRAS            ","DESPESAS OPERACIONAIS-OUTRAS            ","DESPESAS OPERACIONAIS-OUTRAS            ","OUTRAS DESPESAS OPERACIONAIS            ","DESPEAS OPERACIONAIS                    ","DESPESAS                                ","41121099            ","41121099            ","41121099            ","41121099            ","41121099            ","41121099            ","41121099            ","41121099            ","41121               ","41                  ","4                   ","P |01|AK5200||22038"
"4113                ","1","P |01|CT1200||41131","P |01|CT1200||41131","P |01|CT1200||41131","P |01|CT1200||41131","P |01|CT1200||41131","P |01|CT1200||41131","P |01|CT1200||41131","P |01|CT1200||41131","P |01|CT1200||4113","P |01|CT1200||41","P |01|CT1200||4","CUSTOS DIRETORIA                        ","CUSTOS DIRETORIA                        ","CUSTOS DIRETORIA                        ","CUSTOS DIRETORIA                        ","CUSTOS DIRETORIA                        ","CUSTOS DIRETORIA                        ","CUSTOS DIRETORIA                        ","CUSTOS DIRETORIA                        ","CUSTOS DIRETORIA                        ","DESPEAS OPERACIONAIS                    ","DESPESAS                                ","41131               ","41131               ","41131               ","41131               ","41131               ","41131               ","41131               ","41131               ","4113                ","41                  ","4                   ","P |01|AK5200||"
"41131               ","2","P |01|CT1200||41131001","P |01|CT1200||41131001","P |01|CT1200||41131001","P |01|CT1200||41131001","P |01|CT1200||41131001","P |01|CT1200||41131001","P |01|CT1200||41131001","P |01|CT1200||41131","P |01|CT1200||4113","P |01|CT1200||41","P |01|CT1200||4","REMUNERACAO DIRETORIA                   ","REMUNERACAO DIRETORIA                   ","REMUNERACAO DIRETORIA                   ","REMUNERACAO DIRETORIA                   ","REMUNERACAO DIRETORIA                   ","REMUNERACAO DIRETORIA                   ","REMUNERACAO DIRETORIA                   ","CUSTOS DIRETORIA                        ","CUSTOS DIRETORIA                        ","DESPEAS OPERACIONAIS                    ","DESPESAS                                ","41131001            ","41131001            ","41131001            ","41131001            ","41131001            ","41131001            ","41131001            ","41131               ","4113                ","41                  ","4                   ","P |01|AK5200||20301"
"41131               ","2","P |01|CT1200||41131002","P |01|CT1200||41131002","P |01|CT1200||41131002","P |01|CT1200||41131002","P |01|CT1200||41131002","P |01|CT1200||41131002","P |01|CT1200||41131002","P |01|CT1200||41131","P |01|CT1200||4113","P |01|CT1200||41","P |01|CT1200||4","CARTAO CREDITO DIRETORIA                ","CARTAO CREDITO DIRETORIA                ","CARTAO CREDITO DIRETORIA                ","CARTAO CREDITO DIRETORIA                ","CARTAO CREDITO DIRETORIA                ","CARTAO CREDITO DIRETORIA                ","CARTAO CREDITO DIRETORIA                ","CUSTOS DIRETORIA                        ","CUSTOS DIRETORIA                        ","DESPEAS OPERACIONAIS                    ","DESPESAS                                ","41131002            ","41131002            ","41131002            ","41131002            ","41131002            ","41131002            ","41131002            ","41131               ","4113                ","41                  ","4                   ","P |01|AK5200||23002"
"41131               ","2","P |01|CT1200||41131003","P |01|CT1200||41131003","P |01|CT1200||41131003","P |01|CT1200||41131003","P |01|CT1200||41131003","P |01|CT1200||41131003","P |01|CT1200||41131003","P |01|CT1200||41131","P |01|CT1200||4113","P |01|CT1200||41","P |01|CT1200||4","OUTRAS DESPESAS DIRETORIA               ","OUTRAS DESPESAS DIRETORIA               ","OUTRAS DESPESAS DIRETORIA               ","OUTRAS DESPESAS DIRETORIA               ","OUTRAS DESPESAS DIRETORIA               ","OUTRAS DESPESAS DIRETORIA               ","OUTRAS DESPESAS DIRETORIA               ","CUSTOS DIRETORIA                        ","CUSTOS DIRETORIA                        ","DESPEAS OPERACIONAIS                    ","DESPESAS                                ","41131003            ","41131003            ","41131003            ","41131003            ","41131003            ","41131003            ","41131003            ","41131               ","4113                ","41                  ","4                   ","P |01|AK5200||23002"
"41131               ","2","P |01|CT1200||41131004","P |01|CT1200||41131004","P |01|CT1200||41131004","P |01|CT1200||41131004","P |01|CT1200||41131004","P |01|CT1200||41131004","P |01|CT1200||41131004","P |01|CT1200||41131","P |01|CT1200||4113","P |01|CT1200||41","P |01|CT1200||4","BONUS-DIRETORIA                         ","BONUS-DIRETORIA                         ","BONUS-DIRETORIA                         ","BONUS-DIRETORIA                         ","BONUS-DIRETORIA                         ","BONUS-DIRETORIA                         ","BONUS-DIRETORIA                         ","CUSTOS DIRETORIA                        ","CUSTOS DIRETORIA                        ","DESPEAS OPERACIONAIS                    ","DESPESAS                                ","41131004            ","41131004            ","41131004            ","41131004            ","41131004            ","41131004            ","41131004            ","41131               ","4113                ","41                  ","4                   ","P |01|AK5200||23002"
